cpu_usage,mem_usage,disk_io
33.0,3.56232,0.0
49.4,3.8897,0.0
57.3,4.02024,0.0
61.3,4.06349,0.0
58.0,4.24362,0.0
58.9,4.27167,0.0
56.1,4.32482,0.0
58.9,4.35207,0.0
8.0,3.53622,0.0
