__run_id,__done,Algorithm,Language,GPT,Repetitions,avg_cpu,avg_mem,avg_disk_io,start_time,end_time,run_time
run_115,DONE,regexredux,cpp,True,1,14.0,3.53,0.0,1697573618.8619351,1697573621.5232341,2.661298990249634
run_116,DONE,regexredux,cpp,True,2,14.0,3.536,0.0,1697573622.576341,1697573624.7893481,2.2130072116851807
run_117,DONE,regexredux,cpp,True,3,12.8,3.535,0.0,1697573625.846317,1697573628.469204,2.622886896133423
run_118,DONE,regexredux,cpp,True,4,13.8,3.538,0.0,1697573629.523925,1697573631.770136,2.246211051940918
run_119,DONE,regexredux,cpp,True,5,12.8,3.535,0.0,1697573632.8264341,1697573635.133495,2.307060956954956
run_120,DONE,revcomp,py,False,1,31.7,3.588,0.0,1697573645.18608,1697573647.778359,2.5922789573669434
run_121,DONE,revcomp,py,False,2,32.5,3.579,0.0,1697573648.8354719,1697573651.445586,2.610114097595215
run_122,DONE,revcomp,py,False,3,32.5,3.586,0.0,1697573652.501766,1697573654.833808,2.3320419788360596
run_123,DONE,revcomp,py,False,4,33.3,3.587,0.0,1697573655.889079,1697573658.531622,2.642542839050293
run_124,DONE,revcomp,py,False,5,33.3,3.585,0.0,1697573659.5861518,1697573662.102104,2.5159521102905273
run_125,DONE,revcomp,py,True,1,36.8,3.594,0.0,1697573672.1600761,1697573674.838324,2.6782479286193848
run_126,DONE,revcomp,py,True,2,32.5,3.599,0.0,1697573675.902842,1697573678.4893591,2.586517095565796
run_127,DONE,revcomp,py,True,3,32.5,3.591,0.0,1697573679.541749,1697573681.874937,2.333188056945801
run_128,DONE,revcomp,py,True,4,33.3,3.539,0.0,1697573682.930646,1697573685.246444,2.315798044204712
run_129,DONE,revcomp,py,True,5,32.5,3.625,0.0,1697573686.3036869,1697573688.9465191,2.6428322792053223
run_130,DONE,revcomp,js,False,1,33.3,3.599,0.0,1697573699.0034611,1697573701.747138,2.7436769008636475
run_131,DONE,revcomp,js,False,2,32.6,3.602,0.0,1697573702.811079,1697573705.414645,2.6035659313201904
run_132,DONE,revcomp,js,False,3,34.5,3.604,0.0,1697573706.4714391,1697573709.108694,2.6372549533843994
run_133,DONE,revcomp,js,False,4,36.6,3.539,0.0,1697573710.16667,1697573712.469001,2.30233097076416
run_134,DONE,revcomp,js,False,5,32.6,3.601,0.0,1697573713.517401,1697573716.179601,2.6621999740600586
run_135,DONE,revcomp,js,True,1,34.4,3.602,0.0,1697573726.228548,1697573728.533534,2.304986000061035
run_136,DONE,revcomp,js,True,2,32.6,3.593,0.0,1697573729.595689,1697573732.1194298,2.523740768432617
run_137,DONE,revcomp,js,True,3,32.6,3.598,0.0,1697573733.1797981,1697573735.842941,2.6631429195404053
run_138,DONE,revcomp,js,True,4,31.7,3.583,0.0,1697573736.895474,1697573739.466628,2.5711541175842285
run_139,DONE,revcomp,js,True,5,33.3,3.604,0.0,1697573740.534394,1697573743.327286,2.7928919792175293
run_140,DONE,revcomp,cpp,False,1,6.0,3.536,0.0,1697573753.399693,1697573756.054313,2.6546199321746826
run_141,DONE,revcomp,cpp,False,2,8.2,3.536,0.0,1697573757.115319,1697573759.409628,2.29430890083313
run_142,DONE,revcomp,cpp,False,3,7.2,3.541,0.0,1697573760.485186,1697573763.126508,2.641321897506714
run_143,DONE,revcomp,cpp,False,4,7.0,3.543,0.0,1697573764.1857312,1697573766.753624,2.5678927898406982
run_144,DONE,revcomp,cpp,False,5,7.2,3.54,0.0,1697573767.813109,1697573770.440562,2.627453088760376
run_145,DONE,revcomp,cpp,True,1,7.2,3.537,0.0,1697573780.5096362,1697573782.7790022,2.2693660259246826
run_146,DONE,revcomp,cpp,True,2,8.3,3.533,0.0,1697573783.845393,1697573786.516653,2.671260118484497
run_147,DONE,revcomp,cpp,True,3,7.2,3.54,0.0,1697573787.594432,1697573790.287714,2.693281888961792
run_148,DONE,revcomp,cpp,True,4,7.1,3.533,0.0,1697573791.351839,1697573793.935213,2.5833740234375
run_149,DONE,revcomp,cpp,True,5,8.1,3.538,0.0,1697573794.997758,1697573797.638083,2.6403250694274902
