cpu_usage,mem_usage,disk_io
35.3,3.49987,0.0
38.0,3.49762,0.0
37.1,3.50177,0.0
41.4,3.50627,0.0
51.2,3.51757,0.0
7.0,3.50137,0.0
6.5,3.49822,0.0
