cpu_usage,mem_usage,disk_io
56.1,4.01619,0.0
57.2,4.12428,0.0
83.0,4.58755,0.0
87.0,4.6412,0.0
84.2,4.75519,0.0
60.0,4.10503,0.0
54.5,4.12988,0.0
58.0,4.26697,0.0
32.1,3.65096,0.0
11.4,3.51672,0.0
