cpu_usage,mem_usage,disk_io
38.1,3.50637,0.0
35.6,3.51267,0.0
36.0,3.51477,0.0
36.3,3.52652,0.0
22.5,3.55312,0.0
6.0,3.54367,0.0
5.2,3.51812,0.0
