cpu_usage,mem_usage,disk_io
38.1,3.51272,0.0
36.1,3.51272,0.0
35.8,3.51117,0.0
35.6,3.51677,0.0
32.1,3.55537,0.0
8.3,3.54777,0.0
7.1,3.52167,0.0
