cpu_usage,mem_usage,disk_io
38.3,3.51007,0.0
36.0,3.50812,0.0
35.8,3.50732,0.0
38.8,3.52467,0.0
31.4,3.54662,0.0
8.3,3.51747,0.0
7.2,3.51727,0.0
