__run_id,__done,Algorithm,Language,GPT,Repetitions,avg_cpu,avg_mem,avg_disk_io,start_time,end_time,run_time
run_84,DONE,pidigits,cpp,False,5,10.6,3.508,0.0,1697576220.064752,1697576222.301447,2.236694812774658
run_85,DONE,pidigits,cpp,True,1,7.2,3.515,0.0,1697576232.3611572,1697576234.9910898,2.6299326419830322
run_86,DONE,pidigits,cpp,True,2,34.4,3.504,0.0,1697576236.044872,1697576238.272023,2.2271509170532227
run_87,DONE,pidigits,cpp,True,3,7.2,3.515,0.0,1697576239.3265338,1697576241.964651,2.6381173133850098
run_88,DONE,pidigits,cpp,True,4,7.0,3.516,0.0,1697576243.0188391,1697576245.334219,2.3153798580169678
run_89,DONE,pidigits,cpp,True,5,7.1,3.507,0.0,1697576246.389607,1697576249.021882,2.632275104522705
run_90,DONE,regexredux,py,False,1,32.0,3.545,0.0,1697576259.075969,1697576262.8313038,3.7553348541259766
run_91,DONE,regexredux,py,False,2,20.6,3.547,0.0,1697576263.891554,1697576268.0708952,4.179341077804565
run_92,DONE,regexredux,py,False,3,32.35,3.546,0.0,1697576269.130188,1697576273.2652779,4.135089874267578
run_93,DONE,regexredux,py,False,4,19.5,3.562,0.0,1697576274.321905,1697576278.39991,4.078005075454712
run_94,DONE,regexredux,py,False,5,29.6,3.551,0.0,1697576279.4562712,1697576283.468789,4.012517929077148
run_95,DONE,regexredux,py,True,1,32.6,3.583,0.0,1697576293.5250869,1697576296.232492,2.7074050903320312
run_96,DONE,regexredux,py,True,2,31.4,3.567,0.0,1697576297.285996,1697576299.8619862,2.5759902000427246
run_97,DONE,regexredux,py,True,3,32.5,3.589,0.0,1697576300.9174678,1697576303.1911008,2.2736330032348633
run_98,DONE,regexredux,py,True,4,33.7,3.568,0.0,1697576304.240293,1697576306.830463,2.590169906616211
run_99,DONE,regexredux,py,True,5,33.3,3.58,0.0,1697576307.886606,1697576310.486418,2.5998120307922363
run_100,DONE,regexredux,js,False,1,33.3,3.577,0.0,1697576320.5434072,1697576323.26454,2.721132755279541
run_101,DONE,regexredux,js,False,2,34.1,3.582,0.0,1697576324.325403,1697576326.945003,2.6196000576019287
run_102,DONE,regexredux,js,False,3,34.1,3.582,0.0,1697576328.004879,1697576330.635637,2.630758047103882
run_103,DONE,regexredux,js,False,4,32.5,3.582,0.0,1697576331.690977,1697576334.0168908,2.325913667678833
run_104,DONE,regexredux,js,False,5,33.3,3.584,0.0,1697576335.07918,1697576337.710329,2.6311490535736084
run_105,DONE,regexredux,js,True,1,33.3,3.578,0.0,1697576347.770496,1697576350.401089,2.6305930614471436
run_106,DONE,regexredux,js,True,2,32.6,3.583,0.0,1697576351.459384,1697576354.0900748,2.630690813064575
run_107,DONE,regexredux,js,True,3,33.0,3.582,0.0,1697576355.142356,1697576357.455638,2.313282012939453
run_108,DONE,regexredux,js,True,4,32.6,3.583,0.0,1697576358.5109088,1697576361.2446132,2.7337043285369873
run_109,DONE,regexredux,js,True,5,32.9,3.585,0.0,1697576362.303054,1697576364.936213,2.6331589221954346
run_110,DONE,regexredux,cpp,False,1,6.0,3.513,0.0,1697576374.9958222,1697576377.326176,2.3303537368774414
run_111,DONE,regexredux,cpp,False,2,8.2,3.522,0.0,1697576378.3857942,1697576380.956908,2.5711138248443604
run_112,DONE,regexredux,cpp,False,3,8.3,3.511,0.0,1697576382.009273,1697576384.39449,2.3852169513702393
run_113,DONE,regexredux,cpp,False,4,8.2,3.519,0.0,1697576385.452516,1697576387.765131,2.312614917755127
run_114,DONE,regexredux,cpp,False,5,10.3,3.509,0.0,1697576388.8161411,1697576391.447649,2.6315078735351562
run_115,DONE,regexredux,cpp,True,1,14.0,3.517,0.0,1697576401.5070772,1697576403.812757,2.3056797981262207
run_116,DONE,regexredux,cpp,True,2,13.1,3.512,0.0,1697576404.868275,1697576407.069002,2.2007269859313965
run_117,DONE,regexredux,cpp,True,3,14.9,3.519,0.0,1697576408.1287649,1697576410.752727,2.623962163925171
run_118,DONE,regexredux,cpp,True,4,13.1,3.52,0.0,1697576411.80446,1697576414.0175412,2.213081121444702
run_119,DONE,regexredux,cpp,True,5,13.9,3.517,0.0,1697576415.06639,1697576417.627203,2.5608129501342773
run_120,DONE,revcomp,py,False,1,33.3,3.571,0.0,1697576427.686006,1697576430.0563588,2.3703527450561523
run_121,DONE,revcomp,py,False,2,32.5,3.6,0.0,1697576431.118666,1697576433.73628,2.6176140308380127
run_122,DONE,revcomp,py,False,3,33.7,3.561,0.0,1697576434.790539,1697576437.108585,2.3180458545684814
run_123,DONE,revcomp,py,False,4,32.6,3.571,0.0,1697576438.1595578,1697576440.7987,2.6391422748565674
run_124,DONE,revcomp,py,False,5,32.1,3.564,0.0,1697576441.84437,1697576444.4947572,2.6503872871398926
run_125,DONE,revcomp,py,True,1,33.3,3.568,0.0,1697576454.550099,1697576457.300213,2.7501142024993896
run_126,DONE,revcomp,py,True,2,32.1,3.574,0.0,1697576458.3472261,1697576460.6614752,2.314249038696289
run_127,DONE,revcomp,py,True,3,33.7,3.575,0.0,1697576461.712327,1697576464.357445,2.645117998123169
run_128,DONE,revcomp,py,True,4,33.3,3.568,0.0,1697576465.4105952,1697576468.143357,2.732761859893799
run_129,DONE,revcomp,py,True,5,33.7,3.566,0.0,1697576469.194226,1697576471.8188438,2.6246178150177
run_130,DONE,revcomp,js,False,1,32.6,3.612,0.0,1697576481.871018,1697576484.537899,2.6668810844421387
run_131,DONE,revcomp,js,False,2,33.3,3.571,0.0,1697576485.593358,1697576488.174502,2.581143856048584
run_132,DONE,revcomp,js,False,3,32.6,3.579,0.0,1697576489.232191,1697576491.801353,2.569161891937256
run_133,DONE,revcomp,js,False,4,33.3,3.582,0.0,1697576492.862731,1697576495.4836202,2.620889186859131
run_134,DONE,revcomp,js,False,5,32.6,3.586,0.0,1697576496.535509,1697576499.167614,2.6321048736572266
run_135,DONE,revcomp,js,True,1,32.1,3.583,0.0,1697576509.213119,1697576511.867913,2.6547939777374268
run_136,DONE,revcomp,js,True,2,31.8,3.59,0.0,1697576512.9222121,1697576515.54992,2.6277079582214355
run_137,DONE,revcomp,js,True,3,32.9,3.579,0.0,1697576516.601346,1697576519.2497559,2.648409843444824
run_138,DONE,revcomp,js,True,4,31.7,3.59,0.0,1697576520.2945669,1697576522.8368561,2.5422892570495605
run_139,DONE,revcomp,js,True,5,33.3,3.582,0.0,1697576523.890592,1697576526.6258612,2.735269069671631
run_140,DONE,revcomp,cpp,False,1,9.4,3.518,0.0,1697576536.6779351,1697576539.2577229,2.5797877311706543
run_141,DONE,revcomp,cpp,False,2,8.2,3.513,0.0,1697576540.311147,1697576542.8388522,2.527705192565918
run_142,DONE,revcomp,cpp,False,3,7.1,3.51,0.0,1697576543.89056,1697576546.471649,2.5810890197753906
run_143,DONE,revcomp,cpp,False,4,7.2,3.516,0.0,1697576547.525259,1697576550.165558,2.640299081802368
run_144,DONE,revcomp,cpp,False,5,7.2,3.514,0.0,1697576551.2160509,1697576553.437152,2.2211010456085205
run_145,DONE,revcomp,cpp,True,1,7.2,3.517,0.0,1697576563.498376,1697576565.838475,2.3400990962982178
run_146,DONE,revcomp,cpp,True,2,7.1,3.514,0.0,1697576566.8918898,1697576569.5177238,2.6258339881896973
run_147,DONE,revcomp,cpp,True,3,7.1,3.513,0.0,1697576570.573457,1697576573.290664,2.7172069549560547
run_148,DONE,revcomp,cpp,True,4,7.1,3.514,0.0,1697576574.3485281,1697576577.010335,2.66180682182312
run_149,DONE,revcomp,cpp,True,5,7.2,3.526,0.0,1697576578.058836,1697576580.378667,2.319831132888794
