__run_id,__done,Algorithm,Language,GPT,Repetitions,avg_cpu,avg_mem,avg_disk_io,start_time,end_time,run_time,total_energy(J),monsoon_run_time(ms),average_power(W)
run_0,DONE,fasta,py,False,1,69.01,4.252,0.0,1697572754.439629,1697572771.55955,17.1199209690094,0.07273552517635443,17.139291763305664,4.2437882603805965
run_1,DONE,fasta,py,False,2,50.522,3.978,0.0,1697572772.624813,1697572788.160461,15.535647869110107,0.06337869359869419,15.548064708709717,4.076307552488555
run_2,DONE,fasta,py,False,3,48.0,3.941,0.0,1697572789.2272158,1697572805.597651,16.37043523788452,0.06707992683231938,16.377822637557983,4.095778072384922
run_3,DONE,fasta,py,False,4,48.778,3.952,0.0,1697572806.6581209,1697572822.0267,15.368579149246216,0.06261717311876719,15.373840570449829,4.072968809051144
run_4,DONE,fasta,py,False,5,50.5,4.017,0.0,1697572823.092316,1697572837.812354,14.720038175582886,0.059891799416729286,14.716513395309448,4.069700329686679
run_5,DONE,fasta,py,True,1,33.24,3.632,0.0,1697572847.876734,1697572856.313013,8.436279058456421,0.032231194526617477,8.458501815795898,3.8105086726383472
run_6,DONE,fasta,py,True,2,32.48,3.626,0.0,1697572857.359957,1697572865.52633,8.166373014450073,0.031050420534251326,8.181323289871216,3.79528096300667
run_7,DONE,fasta,py,True,3,32.58,3.631,0.0,1697572866.57307,1697572875.270197,8.697126865386963,0.03304851865611112,8.674546718597412,3.8098265797863773
run_8,DONE,fasta,py,True,4,28.5,3.612,0.0,1697572876.319231,1697572886.182987,9.863755941390991,0.037988612630515534,9.877699136734009,3.84589691431685
run_9,DONE,fasta,py,True,5,32.5,3.638,0.0,1697572887.22504,1697572895.7321548,8.507114887237549,0.03246452215904008,8.507215023040771,3.8161163284475372
run_10,DONE,fasta,js,False,1,17.35,3.615,0.0,1697572905.789186,1697572916.8653,11.076113939285278,0.04077228127337787,11.058091640472412,3.6870992390904114
run_11,DONE,fasta,js,False,2,16.883,3.622,0.0,1697572917.928986,1697572928.682059,10.75307297706604,0.038761162983877134,10.757302522659302,3.603241881710604
run_12,DONE,fasta,js,False,3,18.5,3.624,0.0,1697572929.743941,1697572940.68874,10.944798946380615,0.04029224602442527,10.963096380233765,3.6752614979351415
run_13,DONE,fasta,js,False,4,18.317,3.619,0.0,1697572941.7494771,1697572952.612446,10.862968921661375,0.04084151654361651,10.86160397529602,3.760173602030396
run_14,DONE,fasta,js,False,5,19.6,3.62,0.0,1697572953.6750112,1697572964.542904,10.867892980575562,0.03979097745600052,10.856465578079224,3.6651870878073125
run_15,DONE,fasta,js,True,1,33.3,3.59,0.0,1697572974.6122408,1697572977.2263072,2.6140663623809814,0.00962926918624946,2.6359753608703613,3.6530194208909497
