__run_id,__done,Algorithm,Language,GPT,Repetitions,avg_cpu,avg_mem,avg_disk_io,start_time,end_time,run_time,total_energy(J),monsoon_run_time(ms),average_power(W)
run_0,DONE,fasta,py,False,1,58.35,4.179,0.0,1697575537.0795,1697575554.1796072,17.100107192993164,0.07147759872969803,17.099831342697144,4.180017761416349
run_1,DONE,fasta,py,False,2,48.722,3.96,0.0,1697575555.2631822,1697575570.388556,15.125373840332031,0.061954519164543635,15.138105392456055,4.092620414402594
run_2,DONE,fasta,py,False,3,49.7,3.918,0.0,1697575571.474036,1697575587.177887,15.703850984573364,0.06357776793017356,15.729612350463867,4.041915751871573
run_3,DONE,fasta,py,False,4,49.444,4.005,0.0,1697575588.2493062,1697575603.328535,15.07922887802124,0.060857287163771714,15.090964317321777,4.032697042025223
run_4,DONE,fasta,py,False,5,48.578,3.935,0.0,1697575604.39814,1697575620.071004,15.672863960266112,0.06337597818264254,15.69495439529419,4.037984220052562
run_5,DONE,fasta,py,True,1,29.45,3.598,0.0,1697575630.135669,1697575640.298004,10.16233491897583,0.03856141666235962,10.149338722229004,3.7994018839771995
run_6,DONE,fasta,py,True,2,32.54,3.61,0.0,1697575641.350706,1697575649.924032,8.573326110839844,0.03294663843439716,8.571414470672607,3.8437808073714352
run_7,DONE,fasta,py,True,3,33.78,3.619,0.0,1697575650.974263,1697575659.539959,8.565696001052856,0.032748015854474594,8.55507779121399,3.8279039248604607
run_8,DONE,fasta,py,True,4,33.0,3.614,0.0,1697575660.588068,1697575669.3776371,8.78956913948059,0.03347678545866084,8.803016901016235,3.8028764269208915
run_9,DONE,fasta,py,True,5,34.36,3.614,0.0,1697575670.422459,1697575679.199171,8.77671217918396,0.03352743545054159,8.78118371963501,3.8180997597821764
run_10,DONE,fasta,js,False,1,16.9,3.604,0.0,1697575689.250939,1697575700.196595,10.945656061172484,0.03982107853317138,10.946465015411377,3.6378025670486163
run_11,DONE,fasta,js,False,2,18.65,3.591,0.0,1697575701.261698,1697575712.119353,10.85765504837036,0.040519147712109155,10.848182201385498,3.7351094367620568
run_12,DONE,fasta,js,False,3,19.133,3.594,0.0,1697575713.186566,1697575724.135543,10.94897723197937,0.04031948326149838,10.95499300956726,3.6804663614377846
run_13,DONE,fasta,js,False,4,18.217,3.599,0.0,1697575725.1998029,1697575736.139198,10.939395189285278,0.04075108800870307,10.937682867050171,3.7257514689391793
run_14,DONE,fasta,js,False,5,19.333,3.597,0.0,1697575737.203305,1697575748.1018822,10.898577213287354,0.0399603764238259,10.870798826217651,3.6759374414556776
run_15,DONE,fasta,js,True,1,33.3,3.579,0.0,1697575758.166082,1697575760.808064,2.641981840133667,0.010116790069673445,2.647606611251831,3.821107722982329
run_16,DONE,fasta,js,True,2,33.0,3.57,0.0,1697575761.858459,1697575764.509717,2.6512579917907715,0.010258858681662047,2.640347957611084,3.8854192123010893
run_17,DONE,fasta,js,True,3,33.3,3.566,0.0,1697575765.553973,1697575768.151679,2.597706079483032,0.00978342867717619,2.6083261966705322,3.7508455382860126
run_18,DONE,fasta,js,True,4,34.1,3.569,0.0,1697575769.203458,1697575771.874933,2.6714749336242676,0.010001943188406236,2.6724021434783936,3.742678927576269
run_19,DONE,fasta,js,True,5,33.7,3.576,0.0,1697575772.926383,1697575775.561302,2.6349189281463623,0.010391019999865518,2.6405551433563232,3.9351649315143002
run_20,DONE,fasta,cpp,False,1,19.56,3.538,0.0,1697575785.611344,1697575795.239167,9.627823114395142,0.0346996479715997,9.625110864639282,3.605116705624577
run_21,DONE,fasta,cpp,False,2,21.3,3.539,0.0,1697575796.3005471,1697575805.870775,9.57022786140442,0.034469132096336424,9.557313203811646,3.6065713617703197
run_22,DONE,fasta,cpp,False,3,22.74,3.538,0.0,1697575806.9331808,1697575816.404437,9.471256256103516,0.035002487144045594,9.470031261444092,3.6961321644790472
run_23,DONE,fasta,cpp,False,4,19.78,3.531,0.0,1697575817.461303,1697575826.829291,9.367988109588625,0.03445666287872526,9.357080221176147,3.682416102487384
run_24,DONE,fasta,cpp,False,5,19.62,3.53,0.0,1697575827.889935,1697575837.325948,9.436012983322144,0.034849309764750876,9.447068214416504,3.6889020989146455
run_25,DONE,fasta,cpp,True,1,27.186,3.517,0.0,1697575847.385534,1697575859.819552,12.434017896652222,0.04653858958664176,12.436867475509644,3.7419864510323313
run_26,DONE,fasta,cpp,True,2,27.971,3.519,0.0,1697575860.889247,1697575873.126923,12.23767614364624,0.047288522437170466,12.234533548355103,3.865167580788421
