__run_id,__done,Algorithm,Language,GPT,Repetitions,avg_cpu,avg_mem,avg_disk_io,start_time,end_time,run_time,total_energy(J),monsoon_run_time(ms),average_power(W)
run_104,DONE,regexredux,js,False,5,32.6,3.58,0.0,1697568966.784083,1697568969.407465,2.623382091522217,0.00931281961848358,2.612318515777588,3.5649632930429647
run_105,DONE,regexredux,js,True,1,32.5,3.582,0.0,1697568979.462691,1697568981.760383,2.297691822052002,0.008243827412110239,2.308959484100342,3.570364689756497
run_106,DONE,regexredux,js,True,2,32.9,3.585,0.0,1697568982.8180852,1697568985.097718,2.279632806777954,0.008379584381573286,2.2890706062316895,3.660692841348355
run_107,DONE,regexredux,js,True,3,36.5,3.569,0.0,1697568986.153586,1697568988.766895,2.613309144973755,0.009056083081663654,2.6147193908691406,3.463500945183026
run_108,DONE,regexredux,js,True,4,32.5,3.584,0.0,1697568989.82758,1697568992.448542,2.620961904525757,0.00961476608362286,2.627387762069702,3.6594393193218315
run_109,DONE,regexredux,js,True,5,33.3,3.578,0.0,1697568993.506188,1697568996.165049,2.6588611602783203,0.010324634731798973,2.66355299949646,3.876264047965566
run_110,DONE,regexredux,cpp,False,1,8.2,3.512,0.0,1697569006.2198908,1697569008.846875,2.626984119415283,0.009317253586238574,2.606395721435547,3.57476553142392
run_111,DONE,regexredux,cpp,False,2,7.1,3.514,0.0,1697569009.906927,1697569012.538309,2.63138198852539,0.009821250413845609,2.6461923122406006,3.7114650996509386
run_112,DONE,regexredux,cpp,False,3,8.2,3.515,0.0,1697569013.579653,1697569016.218375,2.6387219429016113,0.009382908446497903,2.6350510120391846,3.560807135660254
run_113,DONE,regexredux,cpp,False,4,9.5,3.521,0.0,1697569017.279115,1697569019.601938,2.3228230476379395,0.008827307577311195,2.3400144577026367,3.7723303581541154
run_114,DONE,regexredux,cpp,False,5,7.1,3.499,0.0,1697569020.657001,1697569023.267605,2.610604047775269,0.009270916750434018,2.61173152923584,3.549720423655709
run_115,DONE,regexredux,cpp,True,1,14.1,3.505,0.0,1697569033.32271,1697569035.920227,2.5975170135498047,0.008955404647090714,2.5894994735717773,3.458353530668321
run_116,DONE,regexredux,cpp,True,2,12.9,3.511,0.0,1697569036.9688058,1697569039.518324,2.54951810836792,0.00943997099816574,2.5615322589874268,3.685282886852012
run_117,DONE,regexredux,cpp,True,3,11.9,3.516,0.0,1697569040.574131,1697569043.174871,2.6007399559020996,0.00917118177881311,2.589519500732422,3.5416538767980414
run_118,DONE,regexredux,cpp,True,4,14.1,3.521,0.0,1697569044.236371,1697569046.890476,2.6541049480438232,0.010034127309525475,2.6411142349243164,3.7992023127363943
run_119,DONE,regexredux,cpp,True,5,13.1,3.517,0.0,1697569047.948927,1697569050.583977,2.635050058364868,0.009238025507880526,2.6147429943084717,3.5330529723146777
run_120,DONE,revcomp,py,False,1,32.6,3.566,0.0,1697569060.63834,1697569063.012332,2.3739919662475586,0.00875671940293491,2.366173267364502,3.700793819164539
run_121,DONE,revcomp,py,False,2,33.3,3.564,0.0,1697569064.067391,1697569066.6959722,2.628581285476685,0.009589952762341692,2.6324081420898438,3.6430341515082536
run_122,DONE,revcomp,py,False,3,33.3,3.574,0.0,1697569067.752921,1697569070.3913631,2.638442039489746,0.009738524975753948,2.6266887187957764,3.707529143467994
run_123,DONE,revcomp,py,False,4,33.3,3.597,0.0,1697569071.448248,1697569074.168958,2.720709800720215,0.009678439019608798,2.7301218509674072,3.5450575278093477
run_124,DONE,revcomp,py,False,5,33.0,3.582,0.0,1697569075.22386,1697569077.8779032,2.654043197631836,0.009844378135116263,2.65769100189209,3.7041093671565863
run_125,DONE,revcomp,py,True,1,34.4,3.575,0.0,1697569087.9342232,1697569090.207284,2.2730607986450195,0.008674200795307056,2.257570743560791,3.842271973114574
run_126,DONE,revcomp,py,True,2,33.0,3.538,0.0,1697569091.2633028,1697569093.594177,2.33087420463562,0.008159632973003018,2.3199098110198975,3.5172199083962727
run_127,DONE,revcomp,py,True,3,33.3,3.563,0.0,1697569094.651066,1697569097.3206909,2.6696248054504395,0.009829343637263656,2.6518712043762207,3.706569014755653
run_128,DONE,revcomp,py,True,4,31.4,3.569,0.0,1697569098.374711,1697569101.003962,2.629251003265381,0.009670547082285463,2.6195905208587646,3.691625467905276
run_129,DONE,revcomp,py,True,5,32.1,3.575,0.0,1697569102.056729,1697569104.646632,2.589902877807617,0.008898760254741178,2.5789756774902344,3.450501814503783
run_130,DONE,revcomp,js,False,1,33.3,3.594,0.0,1697569114.7029362,1697569117.085228,2.382291793823242,0.008467560867707054,2.3940935134887695,3.5368546884235044
run_131,DONE,revcomp,js,False,2,32.5,3.586,0.0,1697569118.144097,1697569120.448766,2.30466890335083,0.008604031433854551,2.29899001121521,3.742526671225768
run_132,DONE,revcomp,js,False,3,31.8,3.583,0.0,1697569121.5039392,1697569124.17117,2.6672308444976807,0.009532333763908728,2.694718837738037,3.537413117247596
run_133,DONE,revcomp,js,False,4,33.3,3.585,0.0,1697569125.226676,1697569127.517407,2.2907309532165527,0.008509530127707499,2.2835042476654053,3.7265225744193025
run_134,DONE,revcomp,js,False,5,33.3,3.582,0.0,1697569128.571699,1697569131.205601,2.633902072906494,0.009644393710634181,2.6372311115264893,3.6570149913982273
run_135,DONE,revcomp,js,True,1,33.3,3.581,0.0,1697569141.261158,1697569143.550087,2.288928985595703,0.008171963085034609,2.276993989944458,3.588926067052968
run_136,DONE,revcomp,js,True,2,31.8,3.585,0.0,1697569144.606168,1697569146.877957,2.271789073944092,0.008349804926287748,2.2781450748443604,3.665176997939078
run_137,DONE,revcomp,js,True,3,33.3,3.584,0.0,1697569147.9336052,1697569150.570912,2.6373066902160645,0.009744380285596484,2.6328656673431396,3.7010548644624435
run_138,DONE,revcomp,js,True,4,33.3,3.589,0.0,1697569151.626754,1697569154.255689,2.628934860229492,0.009747028091993725,2.637275457382202,3.695870321285576
run_139,DONE,revcomp,js,True,5,33.3,3.583,0.0,1697569155.3124108,1697569157.950103,2.6376922130584717,0.009928923130426835,2.6491897106170654,3.7479094421343384
run_140,DONE,revcomp,cpp,False,1,8.3,3.513,0.0,1697569168.00803,1697569170.340391,2.3323609828948975,0.008238788288899998,2.309837818145752,3.5668254386421716
run_141,DONE,revcomp,cpp,False,2,34.1,3.708,0.0,1697569171.393728,1697569173.5257332,2.132005214691162,0.007712013830807316,2.116647481918335,3.6435041246536977
run_142,DONE,revcomp,cpp,False,3,8.1,3.512,0.0,1697569174.583172,1697569177.201067,2.6178948879241943,0.009676657371559733,2.617314100265503,3.697170840358107
run_143,DONE,revcomp,cpp,False,4,7.0,3.519,0.0,1697569178.258792,1697569180.819184,2.560392141342163,0.009497570923490323,2.5453789234161377,3.7312994289839136
run_144,DONE,revcomp,cpp,False,5,11.7,3.523,0.0,1697569181.8768508,1697569184.411289,2.534438133239746,0.009387262476200638,2.5372166633605957,3.6998269055063733
run_145,DONE,revcomp,cpp,True,1,9.4,3.522,0.0,1697569194.462121,1697569197.071191,2.609070062637329,0.009021298256995798,2.623727560043335,3.4383517535817623
run_146,DONE,revcomp,cpp,True,2,7.2,3.521,0.0,1697569198.131777,1697569200.681105,2.549327850341797,0.009386904442685163,2.5622518062591553,3.6635370574252364
run_147,DONE,revcomp,cpp,True,3,8.1,3.522,0.0,1697569201.750068,1697569204.44343,2.69336199760437,0.009558860382293807,2.713512659072876,3.522688700320925
run_148,DONE,revcomp,cpp,True,4,7.2,3.521,0.0,1697569205.499583,1697569208.0687969,2.5692138671875,0.009608306188630063,2.589244842529297,3.710852689869304
run_149,DONE,revcomp,cpp,True,5,7.1,3.522,0.0,1697569209.12598,1697569211.405498,2.2795181274414062,0.008849364773972497,2.269850492477417,3.8986553534254593
