cpu_usage,mem_usage,disk_io
33.7,3.61107,0.0
60.2,4.02774,0.0
60.7,4.12523,0.0
60.2,4.04219,0.0
58.3,4.30962,0.0
59.6,4.29692,0.0
57.2,4.19423,0.0
55.6,4.19993,0.0
5.2,3.55827,0.0
