cpu_usage,mem_usage,disk_io
37.5,3.53352,0.0
37.2,3.53312,0.0
36.0,3.53367,0.0
34.2,3.54027,0.0
37.7,3.55732,0.0
8.1,3.52482,0.0
5.1,3.52392,0.0
