cpu_usage,mem_usage,disk_io
32.5,3.55222,0.0
58.3,3.80525,0.0
62.2,4.05609,0.0
60.0,3.96739,0.0
55.5,3.94749,0.0
58.6,4.01304,0.0
55.1,4.11893,0.0
58.0,4.29337,0.0
7.1,3.50432,0.0
