cpu_usage,mem_usage,disk_io
33.7,3.50337,0.0
37.1,3.49817,0.0
38.2,3.49977,0.0
47.7,3.51817,0.0
29.1,3.52582,0.0
8.2,3.50632,0.0
5.2,3.50132,0.0
