cpu_usage,mem_usage,disk_io
32.2,3.54942,0.0
52.8,3.92644,0.0
54.5,3.95584,0.0
62.9,4.04314,0.0
50.5,4.07783,0.0
56.8,4.03374,0.0
57.7,4.00179,0.0
58.5,4.33917,0.0
8.0,3.51242,0.0
