cpu_usage,mem_usage,disk_io
34.9,3.51247,0.0
35.8,3.51282,0.0
34.9,3.51297,0.0
41.9,3.52632,0.0
22.7,3.54997,0.0
7.0,3.54437,0.0
5.2,3.51227,0.0
