__run_id,__done,Algorithm,Language,GPT,Repetitions,avg_cpu,avg_mem,avg_disk_io,start_time,end_time,run_time
run_24,DONE,fasta,cpp,False,5,19.78,3.512,0.0,1697566456.6119099,1697566465.911957,9.300047159194946
run_25,DONE,fasta,cpp,True,1,28.857,3.503,0.0,1697566475.9703412,1697566488.3388531,12.36851191520691
run_26,DONE,fasta,cpp,True,2,30.929,3.503,0.0,1697566489.405211,1697566501.6347709,12.229559898376465
run_27,DONE,fasta,cpp,True,3,28.743,3.506,0.0,1697566502.698422,1697566514.8188548,12.12043285369873
run_28,DONE,fasta,cpp,True,4,28.457,3.508,0.0,1697566515.8849669,1697566528.1020658,12.217098951339722
run_29,DONE,fasta,cpp,True,5,28.057,3.501,0.0,1697566529.165122,1697566541.3712158,12.206093788146973
run_30,DONE,knucleotide,py,False,1,39.9,3.527,0.0,1697566551.4364018,1697566555.617773,4.181371212005615
run_31,DONE,knucleotide,py,False,2,21.9,3.53,0.0,1697566556.673399,1697566560.862716,4.189316987991333
run_32,DONE,knucleotide,py,False,3,39.05,3.524,0.0,1697566561.920064,1697566566.044683,4.124619007110596
run_33,DONE,knucleotide,py,False,4,24.35,3.527,0.0,1697566567.099203,1697566571.2822962,4.183093070983887
run_34,DONE,knucleotide,py,False,5,38.5,3.53,0.0,1697566572.329621,1697566576.382926,4.05330491065979
run_35,DONE,knucleotide,py,True,1,32.9,3.55,0.0,1697566586.440893,1697566589.088116,2.6472229957580566
run_36,DONE,knucleotide,py,True,2,34.1,3.55,0.0,1697566590.1444921,1697566592.792265,2.647772789001465
run_37,DONE,knucleotide,py,True,3,32.2,3.547,0.0,1697566593.847987,1697566596.593127,2.7451400756835938
run_38,DONE,knucleotide,py,True,4,33.0,3.542,0.0,1697566597.643986,1697566600.117728,2.4737420082092285
run_39,DONE,knucleotide,py,True,5,33.7,3.545,0.0,1697566601.1782389,1697566603.532228,2.3539891242980957
run_40,DONE,knucleotide,js,False,1,32.2,3.567,0.0,1697566613.5919502,1697566616.2595599,2.667609691619873
run_41,DONE,knucleotide,js,False,2,34.1,3.559,0.0,1697566617.317782,1697566619.916042,2.5982601642608643
run_42,DONE,knucleotide,js,False,3,33.0,3.567,0.0,1697566620.967985,1697566623.73007,2.762085199356079
run_43,DONE,knucleotide,js,False,4,30.7,3.574,0.0,1697566624.786643,1697566627.520509,2.733865976333618
run_44,DONE,knucleotide,js,False,5,33.3,3.562,0.0,1697566628.578323,1697566631.30927,2.7309470176696777
run_45,DONE,knucleotide,js,True,1,32.6,3.56,0.0,1697566641.367272,1697566643.698766,2.331494092941284
run_46,DONE,knucleotide,js,True,2,33.7,3.57,0.0,1697566644.757845,1697566647.370295,2.612450122833252
run_47,DONE,knucleotide,js,True,3,33.3,3.562,0.0,1697566648.430685,1697566651.0531578,2.6224727630615234
run_48,DONE,knucleotide,js,True,4,32.9,3.566,0.0,1697566652.109507,1697566654.857057,2.7475500106811523
run_49,DONE,knucleotide,js,True,5,33.7,3.562,0.0,1697566655.9180548,1697566658.5413299,2.6232750415802
run_50,DONE,knucleotide,cpp,False,1,16.3,3.505,0.0,1697566668.60322,1697566671.291156,2.6879360675811768
run_51,DONE,knucleotide,cpp,False,2,15.7,3.5,0.0,1697566672.3527281,1697566674.991622,2.6388938426971436
run_52,DONE,knucleotide,cpp,False,3,19.5,3.499,0.0,1697566676.04945,1697566678.6851149,2.635664939880371
run_53,DONE,knucleotide,cpp,False,4,8.4,3.506,0.0,1697566679.7411242,1697566682.449155,2.708030939102173
run_54,DONE,knucleotide,cpp,False,5,8.2,3.497,0.0,1697566683.507686,1697566686.291622,2.783936023712158
run_55,DONE,knucleotide,cpp,True,1,11.4,3.499,0.0,1697566696.346314,1697566699.041213,2.694899082183838
run_56,DONE,knucleotide,cpp,True,2,13.8,3.501,0.0,1697566700.101183,1697566702.637152,2.5359690189361572
run_57,DONE,knucleotide,cpp,True,3,7.1,3.492,0.0,1697566703.696793,1697566706.4595451,2.762752056121826
run_58,DONE,knucleotide,cpp,True,4,10.3,3.497,0.0,1697566707.521141,1697566710.2437718,2.722630739212036
run_59,DONE,knucleotide,cpp,True,5,11.4,3.498,0.0,1697566711.292537,1697566713.995299,2.7027621269226074
run_60,DONE,pidigits,py,False,1,37.0,3.546,0.0,1697566724.053313,1697566726.7404742,2.6871612071990967
run_61,DONE,pidigits,py,False,2,33.3,3.552,0.0,1697566727.800776,1697566730.4292219,2.628445863723755
run_62,DONE,pidigits,py,False,3,31.8,3.559,0.0,1697566731.486154,1697566734.106459,2.620304822921753
run_63,DONE,pidigits,py,False,4,32.6,3.547,0.0,1697566735.1619961,1697566737.889123,2.7271268367767334
run_64,DONE,pidigits,py,False,5,31.0,3.551,0.0,1697566738.943915,1697566741.5831838,2.6392688751220703
run_65,DONE,pidigits,py,True,1,32.6,3.538,0.0,1697566751.6405602,1697566754.278697,2.638136863708496
run_66,DONE,pidigits,py,True,2,32.1,3.554,0.0,1697566755.327793,1697566757.870448,2.5426552295684814
run_67,DONE,pidigits,py,True,3,33.0,3.553,0.0,1697566758.92716,1697566761.258799,2.331639051437378
run_68,DONE,pidigits,py,True,4,33.3,3.553,0.0,1697566762.3163881,1697566765.023335,2.706946849822998
run_69,DONE,pidigits,py,True,5,32.5,3.551,0.0,1697566766.079252,1697566768.696268,2.617016077041626
run_70,DONE,pidigits,js,False,1,33.7,3.559,0.0,1697566778.7526789,1697566781.115465,2.362786054611206
run_71,DONE,pidigits,js,False,2,33.8,3.555,0.0,1697566782.1744761,1697566784.794145,2.619668960571289
run_72,DONE,pidigits,js,False,3,32.9,3.566,0.0,1697566785.84607,1697566788.490172,2.644101858139038
run_73,DONE,pidigits,js,False,4,32.5,3.563,0.0,1697566789.547916,1697566791.864894,2.3169779777526855
run_74,DONE,pidigits,js,False,5,33.3,3.563,0.0,1697566792.919486,1697566795.548744,2.629257917404175
run_75,DONE,pidigits,js,True,1,32.6,3.562,0.0,1697566805.6029718,1697566808.2372742,2.6343023777008057
run_76,DONE,pidigits,js,True,2,33.7,3.565,0.0,1697566809.299504,1697566811.917686,2.6181819438934326
run_77,DONE,pidigits,js,True,3,32.5,3.565,0.0,1697566812.96953,1697566815.620055,2.650524854660034
run_78,DONE,pidigits,js,True,4,32.5,3.553,0.0,1697566816.676896,1697566818.939811,2.2629148960113525
run_79,DONE,pidigits,js,True,5,32.9,3.558,0.0,1697566819.9940329,1697566822.531451,2.5374181270599365
run_80,DONE,pidigits,cpp,False,1,7.2,3.5,0.0,1697566832.580283,1697566835.269805,2.6895220279693604
run_81,DONE,pidigits,cpp,False,2,8.2,3.503,0.0,1697566836.330723,1697566838.9752362,2.6445131301879883
run_82,DONE,pidigits,cpp,False,3,7.1,3.498,0.0,1697566840.029768,1697566842.656821,2.6270530223846436
run_83,DONE,pidigits,cpp,False,4,7.1,3.506,0.0,1697566843.7139351,1697566846.348568,2.6346328258514404
run_84,DONE,pidigits,cpp,False,5,33.3,3.51,0.0,1697566847.406095,1697566849.718265,2.3121700286865234
run_85,DONE,pidigits,cpp,True,1,8.3,3.503,0.0,1697566859.776442,1697566862.509272,2.732830047607422
run_86,DONE,pidigits,cpp,True,2,7.1,3.499,0.0,1697566863.565709,1697566866.196248,2.6305389404296875
run_87,DONE,pidigits,cpp,True,3,7.2,3.504,0.0,1697566867.2546382,1697566870.0004768,2.7458386421203613
run_88,DONE,pidigits,cpp,True,4,8.2,3.498,0.0,1697566871.059923,1697566873.6653671,2.6054441928863525
run_89,DONE,pidigits,cpp,True,5,6.0,3.503,0.0,1697566874.7201831,1697566877.36006,2.6398768424987793
run_90,DONE,regexredux,py,False,1,29.25,3.527,0.0,1697566887.415243,1697566891.173215,3.757972002029419
run_91,DONE,regexredux,py,False,2,20.3,3.529,0.0,1697566892.239949,1697566896.412996,4.173047065734863
run_92,DONE,regexredux,py,False,3,26.65,3.534,0.0,1697566897.471265,1697566901.5017889,4.030523777008057
run_93,DONE,regexredux,py,False,4,19.25,3.534,0.0,1697566902.5610292,1697566906.6561248,4.095095634460449
run_94,DONE,regexredux,py,False,5,25.45,3.531,0.0,1697566907.710625,1697566911.769624,4.058999061584473
run_95,DONE,regexredux,py,True,1,36.4,3.506,0.0,1697566921.828813,1697566924.165496,2.3366830348968506
run_96,DONE,regexredux,py,True,2,32.9,3.55,0.0,1697566925.226959,1697566927.8431418,2.616182804107666
run_97,DONE,regexredux,py,True,3,32.6,3.547,0.0,1697566928.904474,1697566931.5227158,2.618241786956787
run_98,DONE,regexredux,py,True,4,33.3,3.55,0.0,1697566932.579807,1697566935.22268,2.6428730487823486
run_99,DONE,regexredux,py,True,5,33.3,3.577,0.0,1697566936.269889,1697566939.014904,2.7450149059295654
run_100,DONE,regexredux,js,False,1,31.3,3.569,0.0,1697566949.075435,1697566951.701237,2.6258020401000977
run_101,DONE,regexredux,js,False,2,32.1,3.559,0.0,1697566952.761327,1697566955.3438132,2.582486152648926
run_102,DONE,regexredux,js,False,3,32.5,3.562,0.0,1697566956.40191,1697566959.0814028,2.679492712020874
run_103,DONE,regexredux,js,False,4,34.1,3.508,0.0,1697566960.142782,1697566962.454943,2.3121609687805176
run_104,DONE,regexredux,js,False,5,32.6,3.568,0.0,1697566963.514187,1697566966.139455,2.62526798248291
run_105,DONE,regexredux,js,True,1,33.0,3.564,0.0,1697566976.1987112,1697566978.84304,2.6443288326263428
run_106,DONE,regexredux,js,True,2,33.3,3.57,0.0,1697566979.8986611,1697566982.5266938,2.628032684326172
run_107,DONE,regexredux,js,True,3,32.9,3.566,0.0,1697566983.583002,1697566986.328338,2.745335817337036
run_108,DONE,regexredux,js,True,4,32.6,3.576,0.0,1697566987.3841012,1697566990.092265,2.7081637382507324
run_109,DONE,regexredux,js,True,5,34.1,3.565,0.0,1697566991.149343,1697566993.6833339,2.5339908599853516
run_110,DONE,regexredux,cpp,False,1,6.0,3.491,0.0,1697567003.7358441,1697567005.968532,2.2326879501342773
run_111,DONE,regexredux,cpp,False,2,10.4,3.501,0.0,1697567007.028044,1697567009.674597,2.6465530395507812
run_112,DONE,regexredux,cpp,False,3,13.0,3.509,0.0,1697567010.729633,1697567013.295553,2.565919876098633
run_113,DONE,regexredux,cpp,False,4,6.0,3.502,0.0,1697567014.355345,1697567016.6270652,2.2717201709747314
run_114,DONE,regexredux,cpp,False,5,8.3,3.503,0.0,1697567017.685481,1697567020.418931,2.733449935913086
run_115,DONE,regexredux,cpp,True,1,10.5,3.499,0.0,1697567030.476623,1697567033.202223,2.725600004196167
run_116,DONE,regexredux,cpp,True,2,12.8,3.503,0.0,1697567034.26265,1697567036.8433611,2.5807111263275146
run_117,DONE,regexredux,cpp,True,3,12.8,3.502,0.0,1697567037.9020102,1697567040.233145,2.331134796142578
run_118,DONE,regexredux,cpp,True,4,16.3,3.503,0.0,1697567041.2873988,1697567043.816064,2.528665065765381
run_119,DONE,regexredux,cpp,True,5,11.9,3.506,0.0,1697567044.87199,1697567047.204902,2.332911968231201
run_120,DONE,revcomp,py,False,1,30.9,3.538,0.0,1697567057.258919,1697567059.826302,2.567383050918579
run_121,DONE,revcomp,py,False,2,32.1,3.556,0.0,1697567060.888673,1697567063.534843,2.646169900894165
run_122,DONE,revcomp,py,False,3,33.0,3.554,0.0,1697567064.5905302,1697567067.2203689,2.629838705062866
run_123,DONE,revcomp,py,False,4,32.1,3.55,0.0,1697567068.2796109,1697567070.851999,2.572388172149658
run_124,DONE,revcomp,py,False,5,32.5,3.554,0.0,1697567071.907833,1697567074.1747332,2.266900062561035
run_125,DONE,revcomp,py,True,1,33.3,3.552,0.0,1697567084.2298691,1697567086.563807,2.333937883377075
run_126,DONE,revcomp,py,True,2,32.6,3.552,0.0,1697567087.6238499,1697567090.266515,2.642665147781372
run_127,DONE,revcomp,py,True,3,33.0,3.552,0.0,1697567091.324351,1697567093.633696,2.309345006942749
run_128,DONE,revcomp,py,True,4,33.7,3.554,0.0,1697567094.6902342,1697567097.037351,2.347116708755493
run_129,DONE,revcomp,py,True,5,32.9,3.558,0.0,1697567098.0933492,1697567100.3840342,2.290684938430786
run_130,DONE,revcomp,js,False,1,33.3,3.566,0.0,1697567110.4374359,1697567113.107234,2.6697981357574463
run_131,DONE,revcomp,js,False,2,33.0,3.566,0.0,1697567114.165796,1697567116.4555671,2.28977108001709
run_132,DONE,revcomp,js,False,3,32.5,3.56,0.0,1697567117.5133498,1697567120.168444,2.6550941467285156
run_133,DONE,revcomp,js,False,4,32.5,3.569,0.0,1697567121.2230358,1697567123.938797,2.715761184692383
run_134,DONE,revcomp,js,False,5,33.3,3.564,0.0,1697567124.993147,1697567127.621001,2.627854108810425
run_135,DONE,revcomp,js,True,1,31.8,3.555,0.0,1697567137.677384,1697567139.922106,2.2447221279144287
run_136,DONE,revcomp,js,True,2,32.6,3.567,0.0,1697567140.980057,1697567143.7177322,2.737675189971924
run_137,DONE,revcomp,js,True,3,32.6,3.57,0.0,1697567144.7741282,1697567147.514258,2.7401297092437744
run_138,DONE,revcomp,js,True,4,32.5,3.562,0.0,1697567148.5742369,1697567151.1808052,2.6065683364868164
run_139,DONE,revcomp,js,True,5,33.7,3.584,0.0,1697567152.236216,1697567154.6737092,2.437493085861206
run_140,DONE,revcomp,cpp,False,1,19.2,3.5,0.0,1697567164.7330189,1697567167.3386428,2.605623960494995
run_141,DONE,revcomp,cpp,False,2,9.2,3.498,0.0,1697567168.3957398,1697567171.030307,2.6345672607421875
run_142,DONE,revcomp,cpp,False,3,9.3,3.498,0.0,1697567172.0793002,1697567174.697593,2.618292808532715
run_143,DONE,revcomp,cpp,False,4,8.3,3.503,0.0,1697567175.762444,1697567178.414436,2.651992082595825
run_144,DONE,revcomp,cpp,False,5,8.3,3.501,0.0,1697567179.470112,1697567182.105713,2.6356008052825928
run_145,DONE,revcomp,cpp,True,1,8.2,3.501,0.0,1697567192.161824,1697567194.5108411,2.3490171432495117
run_146,DONE,revcomp,cpp,True,2,9.3,3.497,0.0,1697567195.572758,1697567198.200186,2.6274280548095703
run_147,DONE,revcomp,cpp,True,3,8.3,3.505,0.0,1697567199.256096,1697567201.823501,2.5674052238464355
run_148,DONE,revcomp,cpp,True,4,8.2,3.495,0.0,1697567202.8817432,1697567205.163732,2.2819888591766357
run_149,DONE,revcomp,cpp,True,5,9.4,3.503,0.0,1697567206.221035,1697567208.539127,2.318092107772827
