__run_id,__done,Algorithm,Language,GPT,Repetitions,avg_cpu,avg_mem,avg_disk_io,start_time,end_time,run_time
run_33,DONE,knucleotide,py,False,4,38.55,3.569,0.0,1697574552.062262,1697574556.164532,4.102269887924194
run_34,DONE,knucleotide,py,False,5,28.15,3.564,0.0,1697574557.2124648,1697574561.3688169,4.1563520431518555
run_35,DONE,knucleotide,py,True,1,34.5,3.615,0.0,1697574571.425157,1697574574.197284,2.7721269130706787
run_36,DONE,knucleotide,py,True,2,32.5,3.584,0.0,1697574575.254459,1697574577.895164,2.640705108642578
run_37,DONE,knucleotide,py,True,3,34.8,3.586,0.0,1697574578.9459891,1697574581.568324,2.6223349571228027
run_38,DONE,knucleotide,py,True,4,33.0,3.592,0.0,1697574582.62339,1697574585.375193,2.751803159713745
run_39,DONE,knucleotide,py,True,5,33.0,3.592,0.0,1697574586.431127,1697574589.054678,2.6235508918762207
run_40,DONE,knucleotide,js,False,1,33.7,3.592,0.0,1697574599.1117141,1697574601.836315,2.7246007919311523
run_41,DONE,knucleotide,js,False,2,32.2,3.602,0.0,1697574602.897015,1697574605.545362,2.6483469009399414
run_42,DONE,knucleotide,js,False,3,33.3,3.603,0.0,1697574606.609472,1697574609.239697,2.6302249431610107
run_43,DONE,knucleotide,js,False,4,33.7,3.605,0.0,1697574610.288318,1697574613.012084,2.7237660884857178
run_44,DONE,knucleotide,js,False,5,33.7,3.597,0.0,1697574614.065954,1697574616.706465,2.6405110359191895
run_45,DONE,knucleotide,js,True,1,31.8,3.597,0.0,1697574626.7667682,1697574629.4946089,2.7278406620025635
run_46,DONE,knucleotide,js,True,2,33.0,3.601,0.0,1697574630.5529652,1697574633.1825762,2.629611015319824
run_47,DONE,knucleotide,js,True,3,32.9,3.602,0.0,1697574634.237437,1697574636.86523,2.627793073654175
run_48,DONE,knucleotide,js,True,4,38.2,3.587,0.0,1697574637.920505,1697574640.637034,2.71652889251709
run_49,DONE,knucleotide,js,True,5,32.9,3.596,0.0,1697574641.695362,1697574644.444322,2.748960018157959
run_50,DONE,knucleotide,cpp,False,1,16.0,3.537,0.0,1697574654.497542,1697574656.850803,2.3532609939575195
run_51,DONE,knucleotide,cpp,False,2,14.9,3.537,0.0,1697574657.9134321,1697574660.4955862,2.5821540355682373
run_52,DONE,knucleotide,cpp,False,3,16.1,3.542,0.0,1697574661.55378,1697574664.269192,2.715411901473999
run_53,DONE,knucleotide,cpp,False,4,19.5,3.545,0.0,1697574665.3245828,1697574667.946342,2.6217591762542725
run_54,DONE,knucleotide,cpp,False,5,13.7,3.537,0.0,1697574668.996106,1697574671.643033,2.6469271183013916
run_55,DONE,knucleotide,cpp,True,1,10.3,3.536,0.0,1697574681.6977768,1697574684.386687,2.6889102458953857
run_56,DONE,knucleotide,cpp,True,2,8.0,3.536,0.0,1697574685.443681,1697574688.128982,2.6853010654449463
run_57,DONE,knucleotide,cpp,True,3,9.4,3.537,0.0,1697574689.189167,1697574691.822229,2.6330618858337402
run_58,DONE,knucleotide,cpp,True,4,8.2,3.537,0.0,1697574692.873903,1697574695.5057411,2.631838083267212
run_59,DONE,knucleotide,cpp,True,5,9.4,3.537,0.0,1697574696.5583181,1697574699.1956549,2.6373367309570312
run_60,DONE,pidigits,py,False,1,34.1,3.577,0.0,1697574709.2549582,1697574711.625087,2.370128870010376
run_61,DONE,pidigits,py,False,2,33.7,3.584,0.0,1697574712.684155,1697574715.306221,2.622066020965576
run_62,DONE,pidigits,py,False,3,33.3,3.59,0.0,1697574716.369359,1697574718.990755,2.621396064758301
run_63,DONE,pidigits,py,False,4,32.1,3.587,0.0,1697574720.047766,1697574722.7597141,2.7119481563568115
run_64,DONE,pidigits,py,False,5,32.9,3.584,0.0,1697574723.816273,1697574726.487961,2.6716880798339844
run_65,DONE,pidigits,py,True,1,32.5,3.573,0.0,1697574736.5440981,1697574738.810625,2.266526937484741
run_66,DONE,pidigits,py,True,2,33.3,3.583,0.0,1697574739.869314,1697574742.549823,2.680509090423584
run_67,DONE,pidigits,py,True,3,32.9,3.578,0.0,1697574743.604011,1697574746.221824,2.6178128719329834
run_68,DONE,pidigits,py,True,4,33.3,3.576,0.0,1697574747.268728,1697574750.0080361,2.7393081188201904
run_69,DONE,pidigits,py,True,5,32.6,3.575,0.0,1697574751.06452,1697574753.702213,2.637693166732788
run_70,DONE,pidigits,js,False,1,33.0,3.59,0.0,1697574763.757909,1697574766.4117491,2.6538400650024414
run_71,DONE,pidigits,js,False,2,33.3,3.584,0.0,1697574767.469621,1697574769.804906,2.335284948348999
run_72,DONE,pidigits,js,False,3,34.9,3.584,0.0,1697574770.864943,1697574773.5667992,2.7018561363220215
run_73,DONE,pidigits,js,False,4,32.2,3.586,0.0,1697574774.619909,1697574777.187804,2.56789493560791
run_74,DONE,pidigits,js,False,5,32.5,3.585,0.0,1697574778.252738,1697574780.543079,2.2903409004211426
run_75,DONE,pidigits,js,True,1,32.6,3.588,0.0,1697574790.59848,1697574792.93908,2.34060001373291
run_76,DONE,pidigits,js,True,2,33.3,3.593,0.0,1697574793.999477,1697574796.612872,2.6133949756622314
run_77,DONE,pidigits,js,True,3,32.5,3.576,0.0,1697574797.6707132,1697574800.235241,2.564527750015259
run_78,DONE,pidigits,js,True,4,32.6,3.608,0.0,1697574801.291123,1697574803.7116852,2.420562267303467
run_79,DONE,pidigits,js,True,5,34.1,3.581,0.0,1697574804.760756,1697574807.3626418,2.6018857955932617
run_80,DONE,pidigits,cpp,False,1,32.2,3.535,0.0,1697574817.4273028,1697574819.741367,2.3140642642974854
run_81,DONE,pidigits,cpp,False,2,8.2,3.521,0.0,1697574820.800669,1697574823.3799171,2.5792481899261475
run_82,DONE,pidigits,cpp,False,3,8.1,3.525,0.0,1697574824.445102,1697574826.784319,2.339216947555542
run_83,DONE,pidigits,cpp,False,4,7.2,3.533,0.0,1697574827.8305159,1697574830.4970062,2.666490316390991
run_84,DONE,pidigits,cpp,False,5,7.2,3.53,0.0,1697574831.553694,1697574834.300132,2.7464380264282227
run_85,DONE,pidigits,cpp,True,1,7.2,3.525,0.0,1697574844.358089,1697574846.696212,2.338123083114624
run_86,DONE,pidigits,cpp,True,2,6.0,3.532,0.0,1697574847.752736,1697574850.382737,2.6300008296966553
run_87,DONE,pidigits,cpp,True,3,7.1,3.526,0.0,1697574851.440982,1697574853.761247,2.3202648162841797
run_88,DONE,pidigits,cpp,True,4,6.0,3.529,0.0,1697574854.817316,1697574857.439172,2.6218559741973877
run_89,DONE,pidigits,cpp,True,5,8.1,3.526,0.0,1697574858.495431,1697574860.762877,2.2674460411071777
run_90,DONE,regexredux,py,False,1,29.0,3.551,0.0,1697574870.818667,1697574874.955138,4.1364710330963135
run_91,DONE,regexredux,py,False,2,21.6,3.554,0.0,1697574876.015291,1697574880.046409,4.031117916107178
run_92,DONE,regexredux,py,False,3,27.15,3.56,0.0,1697574881.10739,1697574885.131847,4.024456977844238
run_93,DONE,regexredux,py,False,4,31.6,3.559,0.0,1697574886.186591,1697574890.292382,4.105791091918945
run_94,DONE,regexredux,py,False,5,21.45,3.56,0.0,1697574891.348898,1697574895.530824,4.181926012039185
run_95,DONE,regexredux,py,True,1,33.3,3.59,0.0,1697574905.5915132,1697574908.234259,2.6427457332611084
run_96,DONE,regexredux,py,True,2,33.3,3.579,0.0,1697574909.2958348,1697574911.917556,2.6217212677001953
run_97,DONE,regexredux,py,True,3,32.1,3.582,0.0,1697574912.977143,1697574915.6046999,2.627556800842285
run_98,DONE,regexredux,py,True,4,32.6,3.58,0.0,1697574916.660491,1697574919.287125,2.626634120941162
run_99,DONE,regexredux,py,True,5,32.6,3.582,0.0,1697574920.342057,1697574922.982325,2.640268087387085
run_100,DONE,regexredux,js,False,1,30.9,3.533,0.0,1697574933.036521,1697574935.357911,2.321390151977539
run_101,DONE,regexredux,js,False,2,32.5,3.586,0.0,1697574936.419884,1697574939.055373,2.635488986968994
run_102,DONE,regexredux,js,False,3,32.5,3.6,0.0,1697574940.104275,1697574942.833026,2.7287509441375732
run_103,DONE,regexredux,js,False,4,30.8,3.606,0.0,1697574943.8897438,1697574946.628643,2.7388992309570312
run_104,DONE,regexredux,js,False,5,32.5,3.588,0.0,1697574947.684762,1697574950.33352,2.6487579345703125
run_105,DONE,regexredux,js,True,1,32.6,3.599,0.0,1697574960.389311,1697574962.716074,2.3267629146575928
run_106,DONE,regexredux,js,True,2,32.5,3.591,0.0,1697574963.7703779,1697574966.388833,2.618455171585083
run_107,DONE,regexredux,js,True,3,33.3,3.585,0.0,1697574967.446888,1697574970.0766342,2.629746198654175
run_108,DONE,regexredux,js,True,4,32.5,3.587,0.0,1697574971.132069,1697574973.704903,2.572833776473999
run_109,DONE,regexredux,js,True,5,32.5,3.584,0.0,1697574974.761638,1697574977.346689,2.5850510597229004
run_110,DONE,regexredux,cpp,False,1,11.6,3.52,0.0,1697574987.40188,1697574990.041139,2.639258861541748
run_111,DONE,regexredux,cpp,False,2,9.1,3.527,0.0,1697574991.12241,1697574993.655613,2.533202886581421
run_112,DONE,regexredux,cpp,False,3,10.3,3.526,0.0,1697574994.716778,1697574997.105658,2.3888800144195557
run_113,DONE,regexredux,cpp,False,4,10.5,3.526,0.0,1697574998.159704,1697575000.8060632,2.6463592052459717
run_114,DONE,regexredux,cpp,False,5,8.4,3.528,0.0,1697575001.86482,1697575004.438348,2.5735280513763428
run_115,DONE,regexredux,cpp,True,1,15.1,3.526,0.0,1697575014.500059,1697575017.1440718,2.644012928009033
run_116,DONE,regexredux,cpp,True,2,12.9,3.531,0.0,1697575018.2040792,1697575020.817255,2.613175868988037
run_117,DONE,regexredux,cpp,True,3,13.8,3.529,0.0,1697575021.873476,1697575024.505184,2.6317079067230225
run_118,DONE,regexredux,cpp,True,4,14.9,3.525,0.0,1697575025.563477,1697575028.1911948,2.6277177333831787
run_119,DONE,regexredux,cpp,True,5,11.9,3.527,0.0,1697575029.249077,1697575031.8738549,2.6247777938842773
run_120,DONE,revcomp,py,False,1,32.1,3.585,0.0,1697575041.9272761,1697575044.3265421,2.399266004562378
run_121,DONE,revcomp,py,False,2,33.0,3.609,0.0,1697575045.3838239,1697575047.997003,2.6131792068481445
run_122,DONE,revcomp,py,False,3,31.8,3.58,0.0,1697575049.060243,1697575051.6929111,2.6326682567596436
run_123,DONE,revcomp,py,False,4,32.6,3.586,0.0,1697575052.7416372,1697575055.489164,2.7475268840789795
run_124,DONE,revcomp,py,False,5,36.0,3.53,0.0,1697575056.549359,1697575058.726402,2.1770429611206055
run_125,DONE,revcomp,py,True,1,33.3,3.574,0.0,1697575068.784767,1697575071.455898,2.671131134033203
run_126,DONE,revcomp,py,True,2,32.5,3.61,0.0,1697575072.514343,1697575075.249144,2.7348010540008545
run_127,DONE,revcomp,py,True,3,33.3,3.576,0.0,1697575076.297002,1697575079.022879,2.725876808166504
run_128,DONE,revcomp,py,True,4,31.4,3.576,0.0,1697575080.0817778,1697575082.690472,2.608694076538086
run_129,DONE,revcomp,py,True,5,33.0,3.585,0.0,1697575083.746381,1697575086.305411,2.559030055999756
run_130,DONE,revcomp,js,False,1,32.5,3.591,0.0,1697575096.3616588,1697575098.6970692,2.3354103565216064
run_131,DONE,revcomp,js,False,2,32.6,3.594,0.0,1697575099.754138,1697575102.365418,2.6112799644470215
run_132,DONE,revcomp,js,False,3,31.8,3.584,0.0,1697575103.4208598,1697575106.059942,2.639082193374634
run_133,DONE,revcomp,js,False,4,32.6,3.585,0.0,1697575107.1195788,1697575109.4603689,2.340790033340454
run_134,DONE,revcomp,js,False,5,33.3,3.584,0.0,1697575110.51239,1697575113.139043,2.6266531944274902
run_135,DONE,revcomp,js,True,1,33.0,3.592,0.0,1697575123.198713,1697575125.52369,2.324976921081543
run_136,DONE,revcomp,js,True,2,32.5,3.582,0.0,1697575126.588437,1697575129.200916,2.6124789714813232
run_137,DONE,revcomp,js,True,3,33.7,3.593,0.0,1697575130.256191,1697575132.9023921,2.6462011337280273
run_138,DONE,revcomp,js,True,4,31.8,3.596,0.0,1697575133.959143,1697575136.294697,2.3355541229248047
run_139,DONE,revcomp,js,True,5,32.9,3.592,0.0,1697575137.3490481,1697575139.756167,2.407118797302246
run_140,DONE,revcomp,cpp,False,1,7.1,3.526,0.0,1697575149.8137321,1697575152.45087,2.6371378898620605
run_141,DONE,revcomp,cpp,False,2,8.2,3.523,0.0,1697575153.506069,1697575156.1432471,2.6371781826019287
run_142,DONE,revcomp,cpp,False,3,11.7,3.526,0.0,1697575157.1982021,1697575159.768333,2.5701308250427246
run_143,DONE,revcomp,cpp,False,4,8.4,3.532,0.0,1697575160.823769,1697575163.348217,2.5244479179382324
run_144,DONE,revcomp,cpp,False,5,36.6,3.53,0.0,1697575164.406465,1697575166.688213,2.281748056411743
run_145,DONE,revcomp,cpp,True,1,8.2,3.521,0.0,1697575176.7489321,1697575179.3640928,2.6151607036590576
run_146,DONE,revcomp,cpp,True,2,8.3,3.528,0.0,1697575180.42893,1697575183.0549529,2.6260228157043457
run_147,DONE,revcomp,cpp,True,3,7.1,3.519,0.0,1697575184.110233,1697575186.757365,2.64713191986084
run_148,DONE,revcomp,cpp,True,4,8.4,3.526,0.0,1697575187.81302,1697575190.4565198,2.6434998512268066
run_149,DONE,revcomp,cpp,True,5,7.2,3.531,0.0,1697575191.51566,1697575193.825521,2.309860944747925
