cpu_usage,mem_usage,disk_io
31.2,3.60437,0.0
52.6,3.97969,0.0
62.9,4.08663,0.0
61.4,4.07189,0.0
58.4,3.98839,0.0
55.1,4.06159,0.0
54.4,4.07953,0.0
57.8,4.14563,0.0
5.2,3.55042,0.0
